Date,DATE,STA_1,STA_6,STA_14,STA_INT,STA_HQ,STA_23,STA_17,STA_24
90101,1/1/2009,-17,-21,-21,-18,-17,-20,-23,-26
90102,1/2/2009,-11,-12,-11,-11,-13,-13,-14,-17
90103,1/3/2009,-8,-11,-11,-8,-7,-10,-13,-15
90104,1/4/2009,-9,-8,-9,-9,-7,-8,-9,-9
90105,1/5/2009,-3,-4,-4,-2,-2,-5,-6,-7
90106,1/6/2009,-6,-8,-9,-6,-6,-9,-10,-10
90107,1/7/2009,-6,-7,-6,-6,-6,-6,-7,-7
90108,1/8/2009,-7,-9,-9,-7,-7,-9,-10,-9
90109,1/9/2009,-12,-14,-16,-12,-11,-16,-17,-17
90110,1/10/2009,-11,-13,-15,-11,-9,-16,-16,-16
90111,1/11/2009,-8,-9,-9,-8,-8,-9,-10,-10
90112,1/12/2009,-9,-10,-12,-9,-10,-12,-12,-12
90113,1/13/2009,-9,-9,-9,-9,-11,-10,-9,-10
90114,1/14/2009,-12,-14,-14,-12,-12,-15,-15,-14
90115,1/15/2009,-16,-18,-17,-17,-17,-22,-22,-22
90116,1/16/2009,-18,-19,-21,-18,-21,-22,-22,-23
90117,1/17/2009,-16,-17,-18,-16,-17,-19,-20,-19
90118,1/18/2009,-11,-12,-12,-11,-11,-12,-13,-12
90119,1/19/2009,-6,-7,-8,-6,-6,-9,-9,-7
90120,1/20/2009,-8,-10,-12,-8,-7,-13,-14,-12
90121,1/21/2009,-11,-13,-16,-11,-11,-16,-16,-16
90122,1/22/2009,-7,-8,-9,-7,-8,-8,-11,-9
90123,1/23/2009,-5,-5,-6,-5,-4,-6,-6,-6
90124,1/24/2009,-10,-12,-11,-10,-9,-11,-12,-12
90125,1/25/2009,-14,-15,-16,-14,-14,-17,-18,-18
90126,1/26/2009,-13,-13,-16,-13,-13,-16,-17,-17
90127,1/27/2009,-10,-11,-13,-11,-12,-14,-15,-14
90128,1/28/2009,-8,-9,-9,-9,-9,-9,-10,-9
90129,1/29/2009,-7,-7,-9,-7,-7,-9,-11,-9
90130,1/30/2009,-7,-8,-9,-8,-9,-9,-10,-9
90131,1/31/2009,-12,-12,-13,-12,-10,-13,-14,-14
90201,2/1/2009,-10,-9,-9,-11,-11,-10,-11,-12
90202,2/2/2009,0,-2,-3,-1,-6,-3,-3,-3
90203,2/3/2009,-6,-9,-9,-7,-6,-8,-9,-9
90204,2/4/2009,-12,-14,-16,-12,-12,-16,-18,-16
90205,2/5/2009,-16,-17,-18,-16,-14,-19,-21,-19
90206,2/6/2009,-10,-12,-13,-10,-10,-15,-14,-14
90207,2/7/2009,-4,-5,-8,-5,-9,-6,-6,-6
90208,2/8/2009,-1,-4,-4,-2,0,-4,-6,-4
90209,2/9/2009,-7,-10,-10,-8,-7,-10,-12,-12
90210,2/10/2009,-7,-7,-6,-7,-7,-8,-6,-8
90211,2/11/2009,4,4,4,4,4,4,3,2
90212,2/12/2009,2,0,-1,2,2,-1,-1,1
90213,2/13/2009,-6,-8,-9,-6,-5,-9,-9,-8
90214,2/14/2009,-7,-8,-9,-7,-6,-9,-12,-9
90215,2/15/2009,-6,-8,-8,-5,-4,-8,-9,-8
90216,2/16/2009,-6,-6,-8,-7,-3,-8,-9,-7
90217,2/17/2009,-7,-7,-8,-5,-5,-9,-10,-8
90218,2/18/2009,-6,-8,-8,-5,-7,-8,-8,-7
90219,2/19/2009,-3,-6,-5,-2,-2,-3,-6,-4
90220,2/20/2009,-9,-12,-11,-9,-7,-11,-12,-11
90221,2/21/2009,-7,-9,-10,-6,-5,-10,-11,-9
90222,2/22/2009,-5,-7,-7,-4,-4,-6,-7,-6
90223,2/23/2009,-8,-11,-11,-8,-6,-10,-12,-11
90224,2/24/2009,-9,-11,-12,-8,-7,-12,-12,-12
90225,2/25/2009,-5,-8,-9,-5,-7,-9,-9,-8
90226,2/26/2009,-2,-4,-5,-1,-2,-6,-4,-5
90227,2/27/2009,1,-1,-2,1,-2,-1,0,0
90228,2/28/2009,-4,-5,-6,-4,-5,-6,-5,-5
90301,3/1/2009,-8,-10,-10,-8,-8,-10,-10,-9
90302,3/2/2009,-10,-13,-13,-10,-9,-12,-14,-12
90303,3/3/2009,-12,-14,-14,-12,-10,-14,-15,-13
90304,3/4/2009,-11,-13,-14,-11,-9,-14,-15,-14
90305,3/5/2009,-7,-9,-10,-6,-8,-10,-10,-10
90306,3/6/2009,1,-1,-1,1,-2,0,-2,-1
90307,3/7/2009,6,3,2,6,4,4,2,4
90308,3/8/2009,2,1,0,3,4,1,0,2
90309,3/9/2009,-2,-4,-4,-2,-2,-4,-4,-3
90310,3/10/2009,-1,-3,-3,-1,-2,-2,-3,-2
90311,3/11/2009,0,-2,-2,1,0,-1,-2,-2
90312,3/12/2009,-8,-10,-11,-8,-6,-10,-11,-12
90313,3/13/2009,-7,-10,-10,-8,-7,-12,-12,-11
90314,3/14/2009,-2,-2,-4,-1,-3,-4,-4,-4
90315,3/15/2009,4,2,0,4,3,2,1,2
90316,3/16/2009,3,1,0,3,2,1,1,2
90317,3/17/2009,3,1,1,3,2,1,2,2
90318,3/18/2009,2,2,2,2,1,3,3,2
90319,3/19/2009,2,0,0,3,4,0,-1,0
90320,3/20/2009,-2,-5,-5,-2,-1,-4,-6,-4
90321,3/21/2009,-2,-4,-4,-2,-2,-5,-4,-4
90322,3/22/2009,-2,-4,-6,-2,-1,-5,-6,-5
90323,3/23/2009,-9,-11,-9,-9,-7,-12,-11,-11
90324,3/24/2009,-2,-5,-5,-2,-1,-5,-6,-5
90325,3/25/2009,3,1,1,3,1,0,1,1
90326,3/26/2009,3,2,1,4,1,1,2,2
90327,3/27/2009,4,4,3,6,6,3,2,3
90328,3/28/2009,6,5,5,7,6,5,6,5
90329,3/29/2009,3,2,2,3,2,2,2,2
90330,3/30/2009,3,0,1,2,4,1,0,1
90331,3/31/2009,2,0,0,3,2,1,0,2
90401,4/1/2009,2,-1,-2,2,1,0,-1,0
90402,4/2/2009,7,5,3,7,7,5,4,5
90403,4/3/2009,8,5,5,8,7,5,5,5
90404,4/4/2009,4,1,1,4,5,2,1,2
90405,4/5/2009,4,1,0,4,6,0,-1,0
90406,4/6/2009,2,0,0,2,3,0,-1,1
90407,4/7/2009,1,-2,-2,1,2,-2,-2,-1
90408,4/8/2009,0,-3,-3,0,0,-2,-5,-2
90409,4/9/2009,3,1,1,3,4,1,0,1
90410,4/10/2009,5,4,3,6,5,3,2,4
90411,4/11/2009,4,2,2,4,6,2,1,2
90412,4/12/2009,-2,-5,-5,-2,-1,-5,-6,-4
90413,4/13/2009,2,-1,-1,2,4,-1,-2,-1
90414,4/14/2009,5,4,3,6,5,4,3,4
90415,4/15/2009,8,6,5,8,6,5,6,5
90416,4/16/2009,7,6,5,7,6,4,5,5
90417,4/17/2009,9,8,7,9,8,7,7,7
90418,4/18/2009,6,4,4,6,7,5,3,4
90419,4/19/2009,7,5,5,7,7,5,4,5
90420,4/20/2009,5,4,2,4,6,3,2,3
90421,4/21/2009,5,3,2,4,7,2,0,2
90422,4/22/2009,9,6,4,8,9,6,4,5
90423,4/23/2009,4,2,0,4,5,1,-1,0
90424,4/24/2009,10,9,7,11,12,8,5,6
90425,4/25/2009,19,19,16,19,18,14,14,11
90426,4/26/2009,17,14,13,16,17,12,8,9
90427,4/27/2009,17,14,14,16,18,13,9,11
90428,4/28/2009,19,16,15,17,19,16,12,12
90429,4/29/2009,8,6,6,7,9,6,4,4
90430,4/30/2009,11,11,9,11,9,9,8,7
90501,5/1/2009,13,10,10,12,14,10,11,8
90502,5/2/2009,9,8,7,9,9,7,5,5
90503,5/3/2009,10,9,8,10,9,8,7,7
90504,5/4/2009,13,12,10,12,13,11,10,9
90505,5/5/2009,12,9,8,11,12,9,7,8
90506,5/6/2009,11,9,7,10,11,9,6,7
90507,5/7/2009,9,8,7,9,10,9,7,7
90508,5/8/2009,14,13,12,14,15,12,11,11
90509,5/9/2009,16,15,14,15,15,14,12,12
90510,5/10/2009,8,6,4,7,8,6,4,4
90511,5/11/2009,9,7,6,8,10,7,6,6
90512,5/12/2009,9,8,7,9,8,7,6,6
90513,5/13/2009,12,11,9,11,10,9,10,9
90514,5/14/2009,9,9,7,9,9,7,6,7
90515,5/15/2009,16,15,14,16,16,14,12,13
90516,5/16/2009,14,13,12,13,12,11,11,11
90517,5/17/2009,7,7,6,7,10,6,6,7
90518,5/18/2009,6,6,5,6,7,4,4,4
90519,5/19/2009,11,9,9,10,10,9,9,8
90520,5/20/2009,15,15,15,14,13,14,13,13
90521,5/21/2009,22,22,22,22,19,21,21,22
90522,5/22/2009,18,17,17,17,18,17,16,17
90523,5/23/2009,12,10,9,10,12,10,9,10
90524,5/24/2009,14,13,13,13,16,13,12,14
90525,5/25/2009,12,11,9,10,13,10,9,11
90526,5/26/2009,11,9,9,10,10,9,8,9
90527,5/27/2009,7,6,5,6,7,5,5,5
90528,5/28/2009,7,5,6,6,8,6,4,5
90529,5/29/2009,9,9,8,9,11,9,8,9
90530,5/30/2009,14,14,13,13,14,13,12,13
90531,5/31/2009,10,9,7,9,11,8,6,7
90601,6/1/2009,10,9,9,9,11,7,7,8
90602,6/2/2009,14,12,12,13,14,12,12,13
90603,6/3/2009,14,13,12,13,15,12,12,12
90604,6/4/2009,15,13,13,14,14,13,12,13
90605,6/5/2009,15,13,12,14,14,13,12,12
90606,6/6/2009,16,14,14,14,16,14,13,14
90607,6/7/2009,15,13,13,14,16,13,13,14
90608,6/8/2009,13,12,12,14,15,12,12,12
90609,6/9/2009,9,8,7,9,10,8,7,8
90610,6/10/2009,11,9,10,11,12,10,8,9
90611,6/11/2009,13,12,11,13,14,12,11,12
90612,6/12/2009,17,15,15,16,18,14,13,14
90613,6/13/2009,17,16,14,16,17,15,13,14
90614,6/14/2009,14,13,12,14,16,13,11,12
90615,6/15/2009,12,10,9,11,13,10,8,10
90616,6/16/2009,15,13,12,15,14,13,11,12
90617,6/17/2009,16,14,13,16,14,14,13,13
90618,6/18/2009,12,10,9,11,11,9,9,9
90619,6/19/2009,15,13,13,14,16,13,12,13
90620,6/20/2009,16,15,14,16,17,15,14,14
90621,6/21/2009,19,17,17,18,20,17,16,16
90622,6/22/2009,17,14,14,16,18,16,13,14
90623,6/23/2009,17,15,15,17,19,16,14,15
90624,6/24/2009,20,18,19,19,20,19,16,17
90625,6/25/2009,22,19,19,21,21,21,18,19
90626,6/26/2009,22,20,19,21,23,20,18,19
90627,6/27/2009,18,16,16,17,20,16,14,15
90628,6/28/2009,19,17,17,19,20,18,16,17
90629,6/29/2009,18,16,15,17,19,17,14,16
90630,6/30/2009,20,17,16,19,19,17,15,16
90701,7/1/2009,16,14,13,14,16,14,12,13
90702,7/2/2009,15,13,12,14,15,13,12,13
90703,7/3/2009,18,16,16,17,19,17,14,16
90704,7/4/2009,16,14,12,15,17,13,11,12
90705,7/5/2009,16,16,12,16,17,14,12,13
90706,7/6/2009,18,16,16,17,17,16,14,14
90707,7/7/2009,14,12,12,13,14,12,11,11
90708,7/8/2009,14,11,11,13,15,13,10,11
90709,7/9/2009,14,12,12,14,16,12,10,11
90710,7/10/2009,18,16,16,18,17,16,15,14
90711,7/11/2009,19,17,17,18,19,17,16,16
90712,7/12/2009,17,16,15,17,18,16,14,14
90713,7/13/2009,15,14,13,14,16,14,12,12
90714,7/14/2009,14,12,12,13,14,12,10,10
90715,7/15/2009,16,14,14,15,16,15,12,13
90716,7/16/2009,17,15,16,16,16,16,14,14
90717,7/17/2009,20,18,18,20,20,18,17,17
90718,7/18/2009,20,18,18,19,21,19,16,17
90719,7/19/2009,17,16,15,16,17,15,13,14
90720,7/20/2009,19,17,18,18,18,18,16,16
90721,7/21/2009,18,16,16,17,17,16,14,15
90722,7/22/2009,19,16,17,18,19,17,15,16
90723,7/23/2009,17,15,14,17,17,16,13,14
90724,7/24/2009,16,14,14,16,17,15,13,13
90725,7/25/2009,20,19,18,20,21,19,16,17
90726,7/26/2009,21,18,18,20,22,18,16,17
90727,7/27/2009,21,20,19,21,21,19,18,18
90728,7/28/2009,21,19,21,21,23,20,19,19
90729,7/29/2009,22,21,21,22,21,21,21,20
90730,7/30/2009,20,19,19,20,21,19,17,17
90731,7/31/2009,16,15,15,15,16,15,14,14
90801,8/1/2009,20,19,19,19,20,19,17,18
90802,8/2/2009,18,16,16,18,18,16,15,15
